movie_title,director_name,num_user_for_reviews,language,country,title_year,imdb_score,aspect_ratio,movie_facebook_likes,director_facebook_likes,actor_3_facebook_likes,actor_2_facebook_likes,actor_1_facebook_likes,actor_3_name,actor_2_name,actor_1_name,num_voted_users,cast_total_facebook_likes,budget
River's Edge ,Tim Hunter,111,English,USA,1986,7.1,1.85,0,28,223,1000,18000,Ione Skye,Daniel Roebuck,Keanu Reeves,11763,19649,1900000
Northfork ,Michael Polish,122,English,USA,2003,6.4,2.35,298,35,482,495,548,Jon Gries,Anthony Edwards,Peter Coyote,4894,2389,1900000
The Marine 4: Moving Target ,William Kaufman,15,English,USA,2015,5.2,1.78,620,58,164,217,405,David Lewis,Mike 'The Miz' Mizanin,Paul McGillion,2032,1204,1950000
Buried ,Rodrigo Cortés,447,English,Spain,2010,7,2.35,24000,89,263,517,16000,Erik Palladino,Samantha Mathis,Ryan Reynolds,118684,17471,3000000
Submarine ,Richard Ayoade,100,English,UK,2010,7.3,1.85,17000,0,594,680,920,Sally Hawkins,Paddy Considine,Craig Roberts,65877,3275,
The Square ,Jehane Noujaim,42,Arabic,Egypt,2013,8.1,1.85,0,63,5,10,161,Aida Elkashef,Ahmed Hassan,Khalid Abdalla,6678,176,1500000
One to Another ,Pascal Arnold,15,French,France,2006,5.8,1.85,104,0,164,323,533,Pierre Perrier,Lizzie Brocheré,Karl E. Landler,1010,1082,1400000
Carrie ,Kimberly Peirce,371,English,USA,2013,5.9,2.35,39000,108,534,2000,17000,Portia Doubleday,Judy Greer,Chloë Grace Moretz,108248,20051,30000000
ABCD (Any Body Can Dance) ,Remo,38,Hindi,India,2013,6.4,,1000,168,71,168,733,Prabhudheva,Remo,Lauren Gottlieb,5018,1182,
A Nightmare on Elm Street ,Wes Craven,668,English,USA,1984,7.5,1.85,10000,0,574,852,40000,Amanda Wyss,Lin Shaye,Johnny Depp,149293,42918,1800000
Man on Wire ,James Marsh,134,English,UK,2008,7.8,1.85,0,120,0,27,41,Jean-Louis Blondeau,Philippe Petit,Paul McGill,40481,68,1000000
Abandoned ,John Laing,6,English,New Zealand,2015,6.3,,213,0,3,40,42,Rachel Nash,Peter Feeney,Siobhan Marshall,333,90,
Brotherly Love ,Jamal Hill,19,English,USA,2015,7.2,1.85,1000,47,585,606,628,Faizon Love,Adam Ratcliffe,Logan Browning,744,4249,1900000
The Last Exorcism ,Daniel Stamm,300,English,France,2010,5.6,1.85,0,13,308,400,463,Patrick Fabian,Ashley Bell,Caleb Landry Jones,41509,1958,1800000
Nowhere Boy ,Sam Taylor-Johnson,75,English,UK,2009,7.2,2.35,10000,456,231,548,1000,Anne-Marie Duff,Ophelia Lovibond,Kristin Scott Thomas,29019,2032,
A Streetcar Named Desire ,Elia Kazan,233,English,USA,1951,8,1.37,5000,603,114,416,10000,Kim Hunter,Karl Malden,Marlon Brando,78454,10570,1800000
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb ,Stanley Kubrick,839,English,USA,1964,8.5,1.66,18000,0,277,575,654,Keenan Wynn,Slim Pickens,George C. Scott,342585,1991,1800000
El crimen del padre Amaro ,Carlos Carrera,110,Spanish,Mexico,2002,6.8,1.85,544,12,67,163,201,Pedro Armendáriz Jr.,Ana Claudia Talancón,Damián Alcázar,11088,546,1800000
Beasts of the Southern Wild ,Benh Zeitlin,269,English,USA,2012,7.3,1.85,31000,188,168,458,2000,Dwight Henry,Gina Montana,Quvenzhané Wallis,70336,2658,1800000
Battle for the Planet of the Apes ,J. Lee Thompson,91,English,USA,1973,5.5,2.35,511,88,196,356,595,Claude Akins,Paul Williams,Roddy McDowall,22764,1432,1800000
Songcatcher ,Maggie Greenwald,78,English,USA,2000,7.3,1.85,0,9,280,380,767,Jane Adams,David Patrick Kelly,Aidan Quinn,2794,2187,1800000
Higher Ground ,Vera Farmiga,34,English,USA,2011,6.3,1.85,952,0,186,471,553,Michael Chernus,Bill Irwin,Donna Murphy,2603,1439,
Vaalu ,Vijay Chandar,6,Tamil,India,2015,5.1,,82,0,61,77,141,Brahmanandam,T.R. Silambarasan,Hansika Motwani,563,349,150000000
The Greatest Movie Ever Sold ,Morgan Spurlock,45,English,USA,2011,6.6,,0,293,808,14000,16000,Donald Trump,J.J. Abrams,Quentin Tarantino,13223,32405,1500000
Ed and His Dead Mother ,Jonathan Wacks,17,English,USA,1993,6.1,1.78,266,0,482,580,12000,Jon Gries,Gary Farmer,Steve Buscemi,1435,14620,1800000
Travelers and Magicians ,Khyentse Norbu,28,Dzongkha,Australia,2003,7.5,1.85,353,28,0,0,0,Sonam Kinga,Lhakpa Dorji,Tshewang Dendup,1747,0,1800000
Hang 'Em High ,Ted Post,109,English,USA,1968,7,1.85,0,57,426,844,16000,Alan Hale Jr.,Bruce Dern,Clint Eastwood,25472,18263,1800000
Deadline - U.S.A. ,Richard Brooks,28,English,USA,1952,7.2,1.37,169,174,114,399,2000,Kim Hunter,Jim Backus,Humphrey Bogart,1756,2831,
Sublime ,Tony Krantz,103,English,USA,2007,5.3,2.35,368,15,491,642,647,Cas Anvar,Tom Cavanagh,George Newbern,6267,2439,1800000
A Beginner's Guide to Snuff ,Mitchell Altieri,,English,USA,2016,8.7,,8,9,165,258,467,Bree Williamson,Luke Edwards,Kimberley Crossman,13,1270,
Independence Daysaster ,W.D. Hogan,12,English,Canada,2013,3.4,,566,4,91,108,433,Nicholas Carella,Keenan Tracey,Tom Everett Scott,761,984,1800000
Dysfunctional Friends ,Corey Grant,8,English,USA,2012,5.4,1.85,569,21,685,713,761,Tatyana Ali,Essence Atkins,Christian Keyes,686,4306,1800000
Run Lola Run ,Tom Tykwer,709,German,Germany,1998,7.8,1.85,0,670,34,37,486,Armin Rohde,Ludger Pistor,Moritz Bleibtreu,161471,623,3500000
May ,Lucky McKee,277,English,USA,2002,6.7,1.85,0,75,446,461,701,Nora Zehetner,Will Estes,James Duval,26773,2489,500000
Against the Wild ,Richard Boddington,9,English,Canada,2013,4.7,,326,15,120,450,900,Erin Pitt,CJ Adams,Natasha Henstridge,840,1724,2000000
Living Dark: The Story of Ted the Caver ,David Hunt,1,English,USA,2013,6.3,1.85,73,0,11,42,86,Circus-Szalewski,Chris Cleveland,Matthew Alan,28,139,1750000
Under the Same Moon ,Patricia Riggen,58,Spanish,Mexico,2007,7.4,1.85,0,36,345,399,953,Kate del Castillo,Eugenio Derbez,America Ferrera,5526,2198,
Conquest of the Planet of the Apes ,J. Lee Thompson,95,English,USA,1972,6.1,2.35,794,88,67,70,595,John Randolph,Gordon Jump,Roddy McDowall,23268,941,1700000
In the Bedroom ,Todd Field,510,English,USA,2001,7.5,2.35,951,143,783,874,1000,Karen Allen,Sissy Spacek,Tom Wilkinson,32415,3970,1700000
I Spit on Your Grave ,Steven R. Monroe,209,English,USA,2010,6.3,2.35,17000,68,374,445,635,Daniel Franzese,Chad Lindberg,Sarah Butler,56402,2423,2000000
"Happy, Texas ",Mark Illsley,122,English,USA,1999,6.3,1.85,374,3,327,347,349,Jeremy Northam,Illeana Douglas,Ally Walker,8697,2095,1700000
My Summer of Love ,Pawel Pawlikowski,103,English,UK,2004,6.8,1.85,869,84,34,46,680,Dean Andrews,Natalie Press,Paddy Considine,16349,763,1700000
The Lunchbox ,Ritesh Batra,162,Hindi,India,2013,7.8,2.35,16000,25,73,85,638,Lillete Dubey,Nimrat Kaur,Nawazuddin Siddiqui,30479,822,1000000
Yes ,Sally Potter,48,English,UK,2004,6.9,1.85,305,87,420,805,887,Stephanie Leonidas,Joan Allen,Shirley Henderson,2725,2721,1000000
You Can't Take It with You ,Frank Capra,133,English,USA,1938,8,1.37,0,964,275,302,319,Lionel Barrymore,Ann Miller,Jean Arthur,17799,1363,1644736
From Here to Eternity ,Fred Zinnemann,150,English,USA,1953,7.8,1.37,0,160,426,488,862,Deborah Kerr,Donna Reed,Montgomery Clift,33987,2247,1650000
She Wore a Yellow Ribbon ,John Ford,90,English,USA,1949,7.4,1.37,721,673,89,230,281,Victor McLaglen,Ben Johnson,Harry Carey Jr.,11920,955,1600000
Grace Unplugged ,Brad J. Silverman,21,English,USA,2013,6.1,,0,11,575,611,651,Anthony Reynolds,Michael Welch,Shawnee Smith,2561,3894,
Foolish ,Dave Meyers,13,English,USA,1999,4.3,,43,11,249,469,489,Marla Gibbs,Clifton Powell,Eddie Griffin,536,2196,2000000
N-Secure ,David M. Matthews,15,English,USA,2010,3.5,2.35,588,8,394,607,713,Tempestt Bledsoe,Lamman Rucker,Essence Atkins,548,3137,
Caramel ,Nadine Labaki,66,Arabic,France,2007,7.2,1.85,0,0,0,4,227,Nadine Labaki,Adel Karam,Yasmine Al Massri,9750,231,1300000
Out of the Dark ,Lluís Quílez,18,English,USA,2014,4.7,2.35,844,0,2,51,327,Alejandro Furth,Pixie Davies,Stephen Rea,2621,380,
The Bubble ,Eytan Fox,23,Hebrew,Israel,2006,7.3,,0,21,27,30,53,Yousef 'Joe' Sweid,Lior Ashkenazi,Ohad Knoller,4702,137,1500000
The Conversation ,Francis Ford Coppola,313,English,USA,1974,7.9,1.37,6000,0,324,481,11000,Cindy Williams,Teri Garr,Harrison Ford,74651,12157,1600000
Dil Jo Bhi Kahey... ,Romesh Sharma,4,English,India,2005,5.1,,9,0,45,96,421,Bhoomika Chawla,Revathy,Annabelle Wallis,257,622,70000000
Mississippi Mermaid ,François Truffaut,26,French,France,1969,7.2,2.35,278,0,21,710,963,Michel Bouquet,Jean-Paul Belmondo,Catherine Deneuve,4391,1694,1600000
I Love Your Work ,Adam Goldberg,40,English,USA,2003,5.4,2.35,63,1000,127,163,2000,Nicky Katt,Marisa Coughlan,Judy Greer,1618,2564,1650000
Cabin Fever ,Travis Zariwny,40,English,USA,2016,3.7,,2000,4,114,253,427,Samuel Davis,Gage Golightly,Dustin Ingram,3313,992,
Dawn of the Dead ,Zack Snyder,1057,English,USA,2004,7.4,2.35,7000,0,1000,2000,3000,Mekhi Phifer,Kevin Zegers,Ty Burrell,194426,10438,26000000
Waitress ,Adrienne Shelly,204,English,USA,2007,7.1,1.85,0,191,336,541,597,Eddie Jemison,Cheryl Hines,Lew Temple,37714,1981,2000000
Bloodsport ,Newt Arnold,210,English,USA,1988,6.8,1.85,0,15,49,403,633,Ken Siu,Donald Gibb,Bolo Yeung,57578,1168,1100000
Mr. Smith Goes to Washington ,Frank Capra,245,English,USA,1939,8.2,1.37,0,964,248,319,607,Thomas Mitchell,Jean Arthur,Claude Rains,77392,1573,1500000
Kids ,Larry Clark,408,English,USA,1995,7,1.85,0,184,82,202,3000,Justin Pierce,Leo Fitzpatrick,Rosario Dawson,59041,3310,1500000
The Squid and the Whale ,Noah Baumbach,232,English,USA,2005,7.4,1.85,0,387,18,25,436,Owen Kline,Elizabeth Meriwether,William Baldwin,60295,479,1500000
Kissing Jessica Stein ,Charles Herman-Wurmfeld,190,English,USA,2001,6.7,1.85,682,0,117,321,378,Brian Stepanek,Jennifer Westfeldt,Scott Cohen,14018,1173,1000000
"A Woman, a Gun and a Noodle Shop ",Yimou Zhang,20,Mandarin,China,2009,5.7,2.35,784,611,3,4,9,Dahong Ni,Ni Yan,Honglei Sun,2410,18,
Kickboxer: Vengeance ,John Stockwell,1,,USA,2016,9.1,,0,134,354,454,260000,Sam Medina,T.J. Storm,Matthew Ziff,246,261818,17000000
Spellbound ,Alfred Hitchcock,161,English,USA,1945,7.6,1.37,0,13000,82,239,472,Leo G. Carroll,Rhonda Fleming,Norman Lloyd,32927,896,1696377
Exotica ,Atom Egoyan,83,English,Canada,1994,7.2,1.85,619,460,900,971,991,Sarah Polley,Mia Kirshner,Bruce Greenwood,14112,2990,2000000
Buffalo '66 ,Vincent Gallo,318,English,USA,1998,7.5,1.85,0,787,642,787,1000,Jan-Michael Vincent,Vincent Gallo,Anjelica Huston,36657,4762,1500000
Insidious ,James Wan,752,English,USA,2010,6.8,2.35,60000,0,588,618,852,Philip Friedman,Barbara Hershey,Lin Shaye,202800,3030,1500000
Repo Man ,Alex Cox,148,English,USA,1984,6.9,1.85,0,92,166,324,752,Miguel Sandoval,Tracey Walter,Del Zamora,25332,1652,1500000
Nine Queens ,Fabián Bielinsky,125,Spanish,Argentina,2000,7.9,1.85,0,44,7,22,827,Leticia Brédice,Gastón Pauls,Ricardo Darín,38215,856,1500000
The Gatekeepers ,Dror Moreh,33,Hebrew,Israel,2012,7.6,1.85,0,4,0,0,0,Yaakov Peri,Yuval Diskin,Ami Ayalon,4547,0,
The Ballad of Jack and Rose ,Rebecca Miller,68,English,USA,2005,6.7,1.66,608,58,42,265,552,Ryan McDonald,Susanna Thompson,Beau Bridges,9408,859,1500000
The To Do List ,Maggie Carey,79,English,USA,2013,5.8,1.78,0,38,690,727,801,Scott Porter,Alia Shawkat,Donald Glover,29517,2667,1500000
Killing Zoe ,Roger Avary,93,English,France,1993,6.5,1.85,853,675,164,424,902,Jean-Hugues Anglade,Salvator Xuereb,Eric Stoltz,17322,1582,1500000
The Believer ,Henry Bean,159,English,USA,2001,7.2,1.66,0,21,76,243,33000,Summer Phoenix,Theresa Russell,Ryan Gosling,30314,33441,1500000
Snow Angels ,David Gordon Green,57,English,USA,2007,6.9,2.35,415,234,442,530,947,Tom Noonan,Connor Paolo,Michael Angarano,10896,2747,
Unsullied ,Simeon Rice,3,English,USA,2014,5.5,2.35,307,6,56,191,393,Malone Thomas,Lisa Brave,Ward G. Smith,95,792,1500000
Session 9 ,Brad Anderson,481,English,USA,2001,6.5,2.35,0,122,83,148,210,Larry Fessenden,Brendan Sexton III,Paul Guilfoyle,43839,469,1500000
I Want Someone to Eat Cheese With ,Jeff Garlin,28,English,USA,2006,6.2,1.85,0,522,423,522,813,Joey Slotnick,Jeff Garlin,Jessy Schram,2963,2179,1500000
Mooz-Lum ,Qasim Basir,14,English,USA,2010,6.7,,0,13,616,826,1000,Evan Ross,Nia Long,Dorian Missick,919,3288,
Hatchet ,Adam Green,235,English,USA,2006,5.7,1.85,0,134,488,935,936,Joel Murray,Kane Hodder,Joel David Moore,23349,3668,1500000
Modern Times ,Charles Chaplin,211,English,USA,1936,8.6,1.37,0,0,8,8,309,Fred Malatesta,Stanley Blystone,Paulette Goddard,143086,352,1500000
Stolen Summer ,Pete Jones,55,English,USA,2002,6.5,1.85,304,18,597,767,954,Bonnie Hunt,Aidan Quinn,Brian Dennehy,2419,3901,1500000
My Name Is Bruce ,Bruce Campbell,88,English,USA,2007,6.3,1.85,0,0,158,328,634,Timothy Patrick Quill,Dan Hicks,Ted Raimi,21379,1238,1500000
The Salon ,Mark Brown,5,English,USA,2005,4.3,1.85,68,7,424,597,890,Garrett Morris,Monica Calhoun,Vivica A. Fox,444,3138,1500000
Road Hard ,Adam Carolla,11,English,USA,2015,6.1,,212,102,360,485,563,David Alan Grier,Jim O'Heir,Jay Mohr,1351,2628,1500000
Forty Shades of Blue ,Ira Sachs,26,English,USA,2005,6,1.85,216,60,121,189,826,Darren E. Burrows,Jenny O'Hara,Rip Torn,1134,1240,1500000
Amigo ,John Sayles,8,English,USA,2010,5.8,,594,407,7,8,38,Ronnie Lazaro,John Arcilla,Brian Lee Franklin,463,60,1700000
Pontypool ,Bruce McDonald,142,English,Canada,2008,6.7,2.35,0,49,57,98,413,Boyd Banks,Georgina Reilly,Stephen McHattie,22212,721,1500000
Trucker ,James Mottern,22,English,USA,2008,6.7,2.35,371,7,711,781,87000,Matthew Lawrence,Joey Lauren Adams,Jimmy Bennett,2792,89263,2000000
Me You and Five Bucks ,Jaime Zevallos,,English,USA,2015,7.6,,132,228,134,228,310,Michael Elian,Jaime Zevallos,Angela Sarafyan,7,771,1500000
The Lords of Salem ,Rob Zombie,166,English,USA,2012,5.1,2.35,15000,0,721,725,1000,Michael Berryman,Dee Wallace,Sid Haig,20376,5158,2500000
Housebound ,Gerard Johnstone,83,English,New Zealand,2014,6.8,2.35,10000,3,28,46,61,Cameron Rhodes,Bruce Hopkins,Morgana O'Reilly,23323,165,350000
Wal-Mart: The High Cost of Low Price ,Robert Greenwald,70,English,USA,2005,6.8,1.85,0,21,0,0,0,Matt Hunter,Jon Hunter,Lee Scott,4120,0,1500000
Fetching Cody ,David Ray,10,English,Canada,2005,6.8,,193,0,108,134,199,Kyla Wise,Sarah Lind,Nicole Muñoz,1232,596,1500000
Once Upon a Time in Queens ,Dave Rodriguez,7,English,USA,2013,6.3,1.89,283,11,636,975,979,Paul Sorvino,Michael Rapaport,Chazz Palminteri,291,4036,1500000
Closer to the Moon ,Nae Caranfil,13,English,Romania,2014,7.1,2.35,0,34,71,98,129,Martin Hancock,Joe Armstrong,Monica Barladeanu,2841,588,5000000
Mutant World ,David Winning,10,English,Canada,2014,2.8,,236,65,146,265,341,John DeSantis,Amber Marshall,Ashanti,459,967,1500000
Growing Up Smith ,Frank Lotito,1,English,USA,2015,8.2,1.85,232,5,259,660,3000,Tim Guinee,Jake Busey,Brighton Sharbino,108,4320,2000000
Checkmate ,Timothy Woodward Jr.,18,English,USA,2015,3.1,2.35,402,764,492,522,835,Michael Paré,Johnny Messner,Katrina Law,735,2882,1500000
Jack Reacher ,Christopher McQuarrie,448,English,USA,2012,7,2.35,38000,188,1000,3000,10000,David Oyelowo,Robert Duvall,Tom Cruise,226583,16385,60000000
#Horror ,Tara Subkoff,42,English,USA,2015,3.3,,750,37,56,418,501,Lydia Hearst,Balthazar Getty,Timothy Hutton,1547,1044,1500000
Wind Walkers ,Russell Friedenberg,2,English,USA,2015,3.6,,135,9,485,571,708,Kiowa Gordon,Glen Powell,Rudy Youngblood,133,2870,2000000
Snow White and the Seven Dwarfs ,William Cottrell,204,English,USA,1937,7.7,1.37,0,0,31,47,82,Lucille La Verne,Billy Gilbert,Adriana Caselotti,133348,229,2000000
The Holy Girl ,Lucrecia Martel,37,Spanish,Argentina,2004,6.7,1.85,57,33,3,5,341,María Alche,Mercedes Morán,Mía Maestro,2720,358,1400000
Shalako ,Edward Dmytryk,41,English,UK,1968,5.5,2.35,209,74,387,423,984,Honor Blackman,Woody Strode,Brigitte Bardot,1978,2140,1455000
Incident at Loch Ness ,Zak Penn,63,English,UK,2004,6.6,1.85,400,87,37,70,87,John Bailey,Gabriel Beristain,Zak Penn,3291,256,1400000
The Dog Lover ,Alex Ranarivelo,8,English,USA,2016,4.8,2.35,724,20,256,301,1000,Cullen Douglas,Christina Moore,Lea Thompson,162,2419,2000000
Girl House ,Jon Knautz,33,English,Canada,2014,5.5,2.35,969,10,295,382,756,Chasty Ballesteros,Adam DiMarco,Camren Bicondova,4948,2072,3150000
The Blue Room ,Mathieu Amalric,16,French,France,2014,6.3,1.33,389,412,3,4,412,Laurent Poitrenaux,Léa Drucker,Mathieu Amalric,2082,421,
House at the End of the Drive ,David Worth,6,English,USA,2014,6.9,,223,58,69,147,847,Angela Jones,Jonathan Mangum,Jessica Szohr,330,1159,1400000
Batman: The Movie ,Leslie H. Martinson,155,English,USA,1966,6.5,1.85,0,7,356,370,1000,Burt Ward,Cesar Romero,Burgess Meredith,22975,2658,1377800
"Lock, Stock and Two Smoking Barrels ",Guy Ritchie,523,English,UK,1998,8.2,1.85,21000,0,452,1000,26000,Dexter Fletcher,Jason Flemyng,Jason Statham,414976,28294,960000
The Ballad of Gregorio Cortez ,Robert M. Young,2,English,USA,1982,7.1,,32,0,467,655,883,Ned Beatty,Bruce McGill,Barry Corbin,39,3164,1250000
The Streets of San Francisco             ,,13,English,USA,,7.3,4,533,,,0,416,,Michael Douglas,Karl Malden,3405,416,
The Celebration ,Thomas Vinterberg,258,Danish,Denmark,1998,8.1,1.33,5000,346,141,278,280,Trine Dyrholm,Paprika Steen,Ulrich Thomsen,65951,821,1300000
Trees Lounge ,Steve Buscemi,65,English,USA,1996,7.2,1.85,872,12000,636,680,12000,Carol Kane,Debi Mazar,Steve Buscemi,11369,14420,1300000
Journey from the Fall ,Ham Tran,19,Vietnamese,USA,2006,7.4,1.85,100,5,5,24,51,Cat Ly,Kieu Chinh,Long Nguyen,775,83,1592000
The Basket ,Rich Cowan,38,English,USA,1999,6.5,1.85,117,7,548,783,2000,Peter Coyote,Karen Allen,Eric Dane,449,3475,1300000
Eddie: The Sleepwalking Cannibal ,Boris Rodriguez,10,English,Canada,2012,5.7,,932,5,98,197,413,Georgina Reilly,Thure Lindhardt,Stephen McHattie,1231,843,1500000
Mercury Rising ,Harold Becker,127,English,USA,1998,6.1,2.35,0,17,652,969,13000,Carrie Preston,Miko Hughes,Bruce Willis,54316,16537,60000000
Space: Above and Beyond             ,,79,English,USA,,7.7,1.33,963,,109,121,210,Kristen Cloke,Tucker Smallwood,James Morrison,6381,611,5000000
Queen of the Mountains ,Sadyk Sher-Niyaz,24,English,Kyrgyzstan,2014,8.7,2.35,0,135,0,0,0,Mirlan Abdulayev,Aziz Muradillayev,Elina Abai Kyzy,3144,0,1400000
Def-Con 4 ,Paul Donovan,46,English,Canada,1985,4.3,1.85,220,4,13,23,232,Tim Choate,Lenore Zann,Maury Chaykin,1339,289,1750000
The Hebrew Hammer ,Jonathan Kesselman,53,English,USA,2003,6.2,1.85,3000,4,624,1000,2000,Tony Cox,Adam Goldberg,Judy Greer,4182,6227,1000000
Neal 'N' Nikki ,Arjun Sablok,24,English,India,2005,3.3,2.35,66,0,40,145,374,Samantha McLeod,Uday Chopra,Abhishek Bachchan,1167,602,1500000
The 41-Year-Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It ,Craig Moss,42,English,USA,2010,2.7,1.85,0,19,134,460,700,Matt Crabtree,Bryan Callen,Noureen DeWulf,5579,1499,1300000
Forget Me Not ,Tyler Oliver,38,English,USA,2009,5.2,2.35,969,0,511,516,35000,Christopher Atkins,Chloe Bridges,Bella Thorne,4866,38121,1300000
Rebecca ,Alfred Hitchcock,276,English,USA,1940,8.2,1.37,0,13000,333,991,1000,George Sanders,Joan Fontaine,Laurence Olivier,87424,2888,1288000
Friday the 13th Part 2 ,Steve Miner,394,English,USA,1981,6.1,1.85,0,49,59,121,309,Amy Steel,Adrienne King,Betsy Palmer,39690,707,1250000
The Lost Weekend ,Billy Wilder,136,English,USA,1945,8,1.37,0,0,66,160,287,Frank Faylen,Jane Wyman,Ray Milland,24959,581,1250000
C.H.U.D. ,Douglas Cheek,88,English,USA,1984,5.5,1.85,0,4,132,697,796,Sam McMurray,John Heard,Daniel Stern,7528,1866,1250000
Filly Brown ,Youssef Delara,11,English,USA,2012,5.7,2.35,0,8,183,245,2000,Jorge Diaz,Jenni Rivera,Noel Gugliemi,910,2459,427000
The Lion of Judah ,Deryck Broom,3,English,USA,2011,3.7,1.78,381,11,397,418,578,Anupam Kher,Omar Benson Miller,Vic Mignogna,458,1730,15000000
Niagara ,Henry Hathaway,116,English,USA,1953,7.1,1.37,1000,83,48,79,469,Will Wright,Jean Peters,Joseph Cotten,11047,683,1250000
How Green Was My Valley ,John Ford,124,English,USA,1941,7.8,1.37,0,673,137,176,595,Barry Fitzgerald,Walter Pidgeon,Roddy McDowall,15840,1129,1250000
The Girlfriend Experience             ,,17,English,USA,,7.3,,632,,201,691,934,Paul Sparks,Riley Keough,Mary Lynn Rajskub,3282,1961,
Da Sweet Blood of Jesus ,Spike Lee,9,English,USA,2014,4.1,2.35,447,0,161,372,3000,Felicia Pearson,Elvis Nolasco,Rami Malek,794,4040,1420000
"Sex, Lies, and Videotape ",Steven Soderbergh,95,English,USA,1989,7.2,1.85,2000,0,65,531,828,Steven Brill,Laura San Giacomo,Peter Gallagher,37785,1431,1200000
Saw ,James Wan,1509,English,USA,2004,7.7,1.85,0,0,651,878,2000,Shawnee Smith,Monica Potter,Michael Emerson,299127,5161,1200000
Super Troopers ,Jay Chandrasekhar,333,English,USA,2001,7.1,1.85,0,422,422,577,816,Jay Chandrasekhar,Daniel von Bargen,Geoffrey Arend,76151,2893,1200000
The Algerian ,Giovanni Zelko,1,English,USA,2014,7.6,1.85,221,4,434,748,18000,Ben Youcef,Harry Lennix,Zuhair Haddad,101,20218,1300000
The Amazing Catfish ,Claudia Sainte-Luce,2,Spanish,Mexico,2013,7,,407,0,3,24,31,José Manuel Orozco Angulo,Vera Wilson,Ximena Ayala,1229,58,1300000
The Day the Earth Stood Still ,Scott Derrickson,698,English,USA,2008,5.5,2.35,0,301,71,4000,18000,Juan Riedinger,Jon Hamm,Keanu Reeves,139426,22194,80000000
Monsoon Wedding ,Mira Nair,214,Hindi,India,2001,7.4,1.85,0,300,73,209,307,Lillete Dubey,Randeep Hooda,Naseeruddin Shah,19397,809,7000000
You Can Count on Me ,Kenneth Lonergan,231,English,USA,2000,7.7,1.85,756,50,612,710,2000,Gaby Hoffmann,Rory Culkin,Matthew Broderick,22145,4288,1200000
The Trouble with Harry ,Alfred Hitchcock,150,English,USA,1955,7.2,1.5,0,13000,232,255,282,Royal Dano,John Forsythe,Jerry Mathers,24891,1041,1200000
Lucky Number Slevin ,Paul McGuigan,507,English,Germany,2006,7.8,2.35,10000,118,1000,11000,13000,Dorian Missick,Morgan Freeman,Bruce Willis,262160,26451,27000000
But I'm a Cheerleader ,Jamie Babbit,186,English,USA,1999,6.6,1.85,0,91,849,1000,1000,Eddie Cibrian,Clea DuVall,Natasha Lyonne,19986,4289,1200000
Home Run ,David Boyd,32,English,USA,2013,6,2.35,0,29,449,848,890,Scott Elrod,Drew Waters,Vivica A. Fox,2417,2681,1200000
Reservoir Dogs ,Quentin Tarantino,931,English,USA,1992,8.4,2.35,19000,16000,455,12000,16000,Chris Penn,Steve Buscemi,Quentin Tarantino,664719,28994,1200000
The Blue Bird ,Walter Lang,25,English,USA,1940,6.5,1.37,548,9,51,62,94,Gale Sondergaard,Nigel Bruce,Spring Byington,1047,293,
"The Good, the Bad and the Ugly ",Sergio Leone,780,Italian,Italy,1966,8.9,2.35,20000,0,24,34,16000,Enzo Petito,Luigi Pistilli,Clint Eastwood,503509,16089,1200000
The Second Mother ,Anna Muylaert,26,Portuguese,Brazil,2015,7.9,2.35,0,9,4,9,61,Luis Miranda,Regina Casé,Alex Huszar,7025,76,4000000
Blue Like Jazz ,Steve Taylor,89,English,USA,2012,6,1.85,0,14,274,330,1000,Eric Lange,Marshall Allman,Jason Marsden,2582,1805,1200000
Down and Out with the Dolls ,Kurt Voss,4,English,USA,2001,6.1,1.78,27,0,3,44,268,Zoë Poledouris,Coyote Shivers,Lemmy,91,318,1200000
"Pink Ribbons, Inc. ",Léa Pool,10,English,Canada,2011,7.4,,5000,4,,,,,,,591,0,1200000
Certifiably Jonathan ,James David Pasternak,2,English,USA,2007,6.2,,87,0,924,931,49000,Jonathan Winters,Sarah Silverman,Robin Williams,132,54484,1200000
Q ,Laurent Bouhnik,16,French,France,2011,5.6,1.78,754,0,24,29,34,Yassine Azzouz,Johnny Amaro,Déborah Révy,4068,114,1500000
The Knife of Don Juan ,Tom Sanchez,1,Spanish,USA,2013,7.2,,75,0,0,2,3,Juan Carlos Montoya,Antonio Arrué,Nataniel Sánchez,27,5,1200000
Grand Theft Parsons ,David Caffrey,38,English,USA,2003,6.1,1.85,480,4,95,316,690,Jim Cody Williams,Scott Adsit,Marley Shelton,2953,1438,
Extreme Movie ,Adam Jay Epstein,35,English,USA,2008,3.8,1.85,636,0,227,295,387,Vanessa Lee Chester,Denise Boutte,Rich Ceraulo,9560,1190,
The Charge of the Light Brigade ,Michael Curtiz,52,English,USA,1936,7.1,1.37,204,345,94,490,843,Spring Byington,David Niven,Errol Flynn,3418,1621,1200000
Below Zero ,Justin Thomas Ostensen,11,English,Canada,2011,4.5,,161,0,5,134,721,Michael Eisner,Kristin Booth,Michael Berryman,652,862,1200000
Crowsnest ,Brenton Spencer,51,English,Canada,2012,3.8,,238,0,63,91,380,Chelsey Reist,Victor Zinck Jr.,Christie Burke,1321,630,1200000
